"pid","PNUM","TASK","DATASET","data_order","timestamp","time_elapsed","technique","IXN","REP","rep_type","cell_content","rep_name"
"3r2sh20ei","P9","ixn","space","happiness-first",1.69e+12,900729,"none",FALSE,"scatterplot","CHART","alx.scatterplot(df,x='ShoppingMall',y='FoodCourt')","scatterplot_shoppingmall_foodcourt_3r2sh20eispace"
"3r2sh20ei","P9","ixn","space","happiness-first",1.69e+12,908593,"filter_slider+highlight_point+tooltip_hover",TRUE,"multiviewchart","CHART","count = alx.highlight_point() + alx.countplot(df,x='survived',width=700)
 

 scatter = alx.scatterplot(df,x='ShoppingMall',y='FoodCourt')
 

 # alx.filter_slider(field='year')
 alx.tooltip_hover() + (count & scatter)","interactive_countplot_survived_scatterplot_shoppingmall_foodcourt:4_3r2sh20eispace"
"3r2sh20ei","P9","ixn","space","happiness-first",1.69e+12,922173,"filter_slider+highlight_point+tooltip_hover",TRUE,"multiviewchart","CHART","count = alx.highlight_point() + alx.countplot(df,x='survived',width=700)
 

 scatter = alx.scatterplot(df,x='ShoppingMall',y='FoodCourt')
 

 # alx.filter_slider(field='year')
 alx.tooltip_hover() + (count & scatter)","interactive_hover_countplot_survived_scatterplot_shoppingmall_foodcourt_3r2sh20eispace"
"3r2sh20ei","P9","ixn","space","happiness-first",1.69e+12,959495,"filter_brush+filter_slider+highlight_point+tooltip_hover",TRUE,"multiviewchart","CHART","count = alx.highlight_point() + alx.countplot(df,x='survived',width=700)
 

 scatter = alx.scatterplot(df,x='ShoppingMall',y='FoodCourt')
 

 # alx.filter_slider(field='year') 
 alx.filter_brush() + alx.tooltip_hover() + (count & scatter)","interactive_filter_highlight_countplot_survived_hover_scatterplot_shoppingmall_foodcourt:2_3r2sh20eispace"
"3r2sh20ei","P9","ixn","space","happiness-first",1.69e+12,1009886,"filter_brush+filter_slider+highlight_point+tooltip_hover",TRUE,"multiviewchart","CHART","count = alx.highlight_point() + alx.countplot(df,x='survived',width=700)
 

 scatter = alx.filter_brush() + alx.scatterplot(df,x='ShoppingMall',y='FoodCourt')
 

 # alx.filter_slider(field='year') 
 alx.tooltip_hover() + (count & scatter)","interactive_highlight_countplot_survived_hover_filter_scatterplot_shoppingmall_foodcourt:4_3r2sh20eispace"
"3r2sh20ei","P9","ixn","space","happiness-first",1.69e+12,1131224,"highlight_brush+tooltip_hover",TRUE,"multiviewchart","CHART","profile = alx.profile(df)
 

 barplot = alx.scatterplot(df,x='ShoppingMall',y='FoodCourt',width=600) # sort descending by the height of the bars
 

 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)","interactive_profile_barplot_shoppingmall_foodcourt:2_3r2sh20eispace"
"3r2sh20ei","P9","ixn","space","happiness-first",1.69e+12,1249614,"none",FALSE,"barplot","CHART","alx.countplot(df,x='survived',width=700)","countplot_survived_3r2sh20eispace"
"3r2sh20ei","P9","ixn","space","happiness-first",1.69e+12,1289641,"none",FALSE,"dataframe","TABLE","survived = df[df.survived > 0]
 survived","display_survived_3r2sh20eispace"
"3r2sh20ei","P9","ixn","space","happiness-first",1.69e+12,1395980,"none",FALSE,"profile","CHART","survived = df[df.survived > 0]
 alx.profile(survived)","profile_survived-2_3r2sh20eispace"
"3r2sh20ei","P9","ixn","space","happiness-first",1.69e+12,1419989,"none",FALSE,"profile","CHART","deceased = df[df.survived == 0]
 alx.profile(deceased)","profile_deceased_3r2sh20eispace"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,2119,"none",FALSE,"dataframe","TABLE","df","display_dataframe_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,196079,"none",FALSE,"profile","CHART","columns = df.columns 
 alx.profile(df,vars=columns)","profile_dataframe_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,334816,"none",FALSE,"dataframe","TABLE","df.isnull()","isnull_dataframe_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,340480,"none",FALSE,"dataframe","TABLE","df[df.isnull()]","null_rows_dataframe_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,405354,"none",FALSE,"dataframe","TABLE","df[df.isnull().any(axis=1)]","any_null_in_rows_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,618977,"none",FALSE,"scatterplot","CHART","alx.jointplot(df,x='positiveAffect',y='negativeAffect')","jointplot_positiveAffect_negativeAffect_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,653301,"none",FALSE,"describe","TABLE","df.describe()","describe_dataframe_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,690404,"none",FALSE,"scatterplot","CHART","alx.jointplot(df,x='happinessScore',y='lifeExpectancy')","jointplot_happinessScore_lifeExpectancy_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,737474,"none",FALSE,"lineplot","CHART","alx.lineplot(df,x='year',y='average(happinessScore)', color= 'country')","lineplot_year_averageHappinessScore_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,787105,"none",FALSE,"pairplot","CHART","alx.pairplot(df)","pairplot_dataframe_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,1106438,"none",FALSE,"dataframe","TABLE","df[df.corruption < 0.5]","filter_corruption_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,1257160,"none",FALSE,"hist","CHART","alx.hist(df,x='corruption') & alx.hist(df,x='generosity')","hist_corruption_generosity_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,1354722,"none",FALSE,"dataframe","TABLE","df[df.lifeExpectancy > 50]","filter_lifeExpectancy_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,1398200,"none",FALSE,"hist","CHART","alx.hist(df,x='corruption') & alx.hist(df,x='generosity') & alx.hist(df,x='lifeExpectancy')","hist_corruption_generosity_lifeExpectancy_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,1474327,"none",FALSE,"scatterplot","CHART","alx.scatterplot(df,x='corruption',y='generosity', color='cluster:N')","scatterplot_corruption_generosity_colorCluster_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,1484665,"none",FALSE,"scatterplot","CHART","alx.scatterplot(df,x='corruption',y='generosity', color='country:N')","scatterplot_corruption_generosity_colorCountryN_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,1498526,"none",FALSE,"scatterplot","CHART","alx.scatterplot(df,x='corruption',y='generosity')","scatterplot_corruption_generosity_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,1504533,"none",FALSE,"scatterplot","CHART","alx.scatterplot(df,x='corruption',y='generosity', color='country:Q')","scatterplot_corruption_generosity_colorCountryQ_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,1509623,"none",FALSE,"scatterplot","CHART","alx.scatterplot(df,x='corruption',y='generosity')","scatterplot_corruption_generosity-2_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,1516241,"none",FALSE,"scatterplot","CHART","alx.scatterplot(df,x='corruption',y='generosity', color='country')","scatterplot_corruption_generosity_colorCountry_3r2sh20eihappiness"
"3r2sh20ei","P9","static","happiness","happiness-first",1.69e+12,1581809,"none",FALSE,"scatterplot","CHART","alx.scatterplot(df,x='corruption',y='positiveAffect', color='country')","scatterplot_corruption_positiveAffect_colorCountry_3r2sh20eihappiness"
"li832lin23","P8","static","space","space-first",1.68e+12,23176,"none",FALSE,"dataframe","TABLE","df.head()","display_head_dataframe_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,62293,"none",FALSE,"profile","CHART","columns = df.columns # returns list of column names [""year"",""country""...]
 alx.profile(df,vars=columns)","profile_all_columns_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,265757,"none",FALSE,"profile","CHART","columns = df.columns # returns list of column names [""year"",""country""...]
 alx.profile(df,vars=columns[:5])","profile_first_five_columns_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,280723,"none",FALSE,"profile","CHART","alx.profile(df,vars=columns[5:10])","profile_columns_5_to_10_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,304670,"none",FALSE,"profile","CHART","alx.profile(df,vars=columns[10:118])","profile_columns_10_to_118_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,315732,"none",FALSE,"profile","CHART","alx.profile(df,vars=columns[10:])","profile_columns_10_to_end_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,379113,"none",FALSE,"hist","CHART","import numpy as np 
 

 df['log_age'] = np.log(df['Age'])
 alx.hist(df, x= 'log_age')","log_transform_age_fix_hist_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,451473,"none",FALSE,"hist","CHART","import numpy as np 
 

 df['log_room'] = np.log(df['RoomService'])
 alx.hist(df, x= 'log_room')","log_transform_roomservice_hist_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,567878,"none",FALSE,"hist","CHART","df['log_food'] = np.log(df['FoodCourt'])
 alx.hist(df, x= 'log_food')","log_transform_foodcourt_hist_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,699443,"none",FALSE,"barplot","CHART","alx.barplot(df,x='Survived:N',y='count(Survived:N)',color='Survived:N',column='HomePlanet')","barplot_survived_homeplanet_6_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,713271,"none",FALSE,"barplot","CHART","alx.barplot(df,x='Survived:N',y='count()',color='Survived:N',column='HomePlanet')","barplot_survived_homeplanet_7_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,747767,"none",FALSE,"barplot","CHART","alx.barplot(df,x='survived:N',y='count()',color='survived:N',column='HomePlanet')","barplot_survived_homeplanet_8_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,838491,"none",FALSE,"barplot","CHART","alx.barplot(df,x='survived:N',y='count()',color='survived:N',column='CryoSleep')","barplot_survived_cryosleep_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,868197,"none",FALSE,"barplot","CHART","alx.barplot(df,x='survived:N',y='count()',color='survived:N',column='Destination')","barplot_survived_destination_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,1036429,"none",FALSE,"stripplot","CHART","alx.stripplot(df,x='Age',row='survived',color='survived:N')
 # NOTE: we use cluster:N to tell alx, cluster is nominal","stripplot_age_survived_1_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,1058797,"none",FALSE,"stripplot","CHART","alx.stripplot(df,x='Age',row='survived',color='survived:N')
 # NOTE: we use cluster:N to tell alx, cluster is nominal","stripplot_age_survived_2_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,1069387,"none",FALSE,"stripplot","CHART","alx.stripplot(df,y='Age',column='survived',color='survived:N')
 # NOTE: we use cluster:N to tell alx, cluster is nominal","stripplot_age_survived_3_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,1082407,"none",FALSE,"stripplot","CHART","alx.stripplot(df,row='Age',x='survived',color='survived:N')
 # NOTE: we use cluster:N to tell alx, cluster is nominal","stripplot_age_survived_4_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,1097079,"none",FALSE,"stripplot","CHART","alx.stripplot(df,x='Age',row='survived',color='survived:N')
 # NOTE: we use cluster:N to tell alx, cluster is nominal","stripplot_age_survived_5_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,1135392,"none",FALSE,"barplot","CHART","alx.barplot(df,x='survived:N',y='count()',color='survived:N',column='VIP')","barplot_survived_vip_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,1179192,"none",FALSE,"stripplot","CHART","alx.stripplot(df,x='Spa',row='survived',color='survived:N')
 # NOTE: we use cluster:N to tell alx, cluster is nominal","stripplot_spa_survived_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,1190783,"none",FALSE,"columns","TABLE","df.columns","display_dataframe_columns_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,1206333,"none",FALSE,"stripplot","CHART","alx.stripplot(df,x='RoomService',row='survived',color='survived:N')
 # NOTE: we use cluster:N to tell alx, cluster is nominal","stripplot_roomservice_survived_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,1227002,"none",FALSE,"stripplot","CHART","alx.stripplot(df,x='log_room',row='survived',color='survived:N')
 # NOTE: we use cluster:N to tell alx, cluster is nominal","stripplot_logroom_survived_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,1288918,"none",FALSE,"dataframe","TABLE","correlation_matrix","display_correlation_matrix_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,1298247,"none",FALSE,"heatmap","CHART","alx.heatmap(correlation_matrix)","heatmap_correlation_matrix_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,1341402,"none",FALSE,"describe","TABLE","df.describe()","describe_dataframe_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,1355875,"none",FALSE,"dataframe","TABLE","df.isnull()","isnull_li832lin23space"
"li832lin23","P8","static","space","space-first",1.68e+12,1431026,"none",FALSE,"hist","CHART","alx.hist(df, x= 'Age')","hist_age_li832lin23space"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,108024,"none",FALSE,"profile","CHART","columns = df.columns # returns list of column names [""year"",""country""...]
 alx.profile(df,vars=columns)","df_profile_all_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,123679,"none",FALSE,"profile","CHART","columns = df.columns # returns list of column names [""year"",""country""...]
 alx.profile(df,vars=columns[:8])","df_profile_first8_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,135761,"none",FALSE,"profile","CHART","columns = df.columns # returns list of column names [""year"",""country""...]
 alx.profile(df,vars=columns[:8])","df_profile_first8_repeat_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,143620,"none",FALSE,"profile","CHART","alx.profile(df,vars=columns[8:])","df_profile_remaining_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,267497,"none",FALSE,"heatmap","CHART","correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix)","corr_heatmap_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,325746,"none",FALSE,"scatterplot","CHART","alx.jointplot(df,x='happinessScore',y='lifeExpectancy')","jointplot_happ_lifeExp1_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,357965,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')","tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,491023,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[3])","tooltip_brush_jointplot_happ_col3_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,509370,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[4])","tooltip_brush_jointplot_happ_col4_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,530911,"none",FALSE,"dataframe","TABLE","haiti","display_haiti_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,569464,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[5])","tooltip_brush_jointplot_happ_col5_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,577770,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[6])","tooltip_brush_jointplot_happ_col6_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,592162,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[7])","tooltip_brush_jointplot_happ_col7_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,617032,"none",FALSE,"dataframe","TABLE","df.query("" (happinessScore>=3.62 and happinessScore<=6.50) and (generosity>=0.26 and generosity<=0.74) "")","query_generous_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,663576,"none",FALSE,"columns","TABLE","generous.columns","display_cols_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,672052,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(generous,x='happinessScore',y='logGDPPerCapita')","tooltip_brush_jointplot_gen_GDP_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,716364,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[8])","tooltip_brush_jointplot_happ_col8_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,760440,"none",FALSE,"dataframe","TABLE","df.query("" (happinessScore>=6.52 and happinessScore<=8.27) and (corruption>=0.10 and corruption<=0.61) "")","query_corrupt_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,781943,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[9])","tooltip_brush_jointplot_happ_col9_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,797328,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[10])","tooltip_brush_jointplot_happ_col10_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,807615,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[11])","tooltip_brush_jointplot_happ_col11_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,938382,"none",FALSE,"columns","TABLE","df.columns","display_cols2_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,951197,"filter_slider+highlight_brush+tooltip_hover",TRUE,"barplot","CHART","barplot = alx.barplot(df,x='country',y='happinessScore',sort='-y',width=600) # sort descending by the height of the bars
 

 alx.highlight_brush() + alx.tooltip_hover() + alx.filter_slider(field='year') + barplot","tooltip_brush_barplot_country_score1_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,962285,"filter_slider+highlight_brush+tooltip_hover",TRUE,"barplot","CHART","barplot = alx.barplot(df,x='country',y='happinessScore',width=600) # sort descending by the height of the bars
 

 alx.highlight_brush() + alx.tooltip_hover() + alx.filter_slider(field='year') + barplot","tooltip_brush_barplot_country_score2_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,991248,"none",FALSE,"barplot","CHART","barplot = alx.barplot(df,x='country',y='average(happinessScore)',width=600) # sort descending by the height of the bars","barplot_avg_score_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,999331,"highlight_brush+tooltip_hover",TRUE,"barplot","CHART","barplot = alx.barplot(df,x='country',y='average(happinessScore)',width=600) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + barplot","tooltip_brush_barplot_avg_score2_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,1006284,"highlight_brush+tooltip_hover",TRUE,"barplot","CHART","barplot = alx.barplot(df,x='country',y='average(happinessScore)',width=1000) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + barplot","tooltip_brush_barplot_avg_score3_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,1012140,"highlight_brush+tooltip_hover",TRUE,"barplot","CHART","barplot = alx.barplot(df,x='country',y='average(happinessScore)') # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + barplot","tooltip_brush_barplot_avg_score4_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,1018929,"highlight_brush+tooltip_hover",TRUE,"barplot","CHART","barplot = alx.barplot(df,x='country',y='average(happinessScore)', width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + barplot","tooltip_brush_barplot_avg_score5_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,1030570,"highlight_brush+tooltip_hover",TRUE,"barplot","CHART","barplot = alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + barplot","tooltip_brush_barplot_avg_score6_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,1050401,"highlight_brush+tooltip_hover",TRUE,"barplot","CHART","barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + barplot","tooltip_brush_barplot_avg_score7_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,1113608,"highlight_brush+tooltip_hover",TRUE,"multiviewchart","CHART","profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)","tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,1156638,"highlight_brush+tooltip_hover",TRUE,"barplot","CHART","barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500)
 alx.highlight_brush() + alx.tooltip_hover() + barplot","tooltip_brush_barplot_avg_score7_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,1320106,"none",FALSE,"dataframe","TABLE","df.query("" (logGDPPerCapita>=11.16 and logGDPPerCapita<=12.00 and lifeExpectancy>=73.60 and lifeExpectancy<=80.00) "")","query_gdp_lifeExp2_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,1348813,"none",FALSE,"dataframe","TABLE","df.query("" (logGDPPerCapita>=11.16 and logGDPPerCapita<=12.00 and lifeExpectancy>=73.60 and lifeExpectancy<=80.00) "")","query_gdp_lifeExp3_li832lin23happiness"
"li832lin23","P8","ixn","happiness","space-first",1.68e+12,1413088,"none",FALSE,"describe","TABLE","df.describe()","df_describe_li832lin23happiness"
"lkin27js09b","P7","static","space","space-first",1.68e+12,1673757,"none",FALSE,"columns","TABLE","print(df.columns)","df_columns_print2_lkin27js09bspace"
"lkin27js09b","P7","ixn","happiness","space-first",1.68e+12,176218,"highlight_brush",TRUE,"profile","CHART","columns = df.columns
 alx.highlight_brush() + alx.profile(df,vars=columns)","highlight_brush_profile_lkin27js09bhappiness"
"lkin27js09b","P7","ixn","happiness","space-first",1.68e+12,593478,"none",FALSE,"barplot","CHART","alx.barplot(df,x='country',y='happinessScore')","barplot_country2_lkin27js09bhappiness"
"lkin27js09b","P7","ixn","happiness","space-first",1.68e+12,848648,"none",FALSE,"barplot","CHART","alx.barplot(df,x='country',y='happinessScore', width=1000)","barplot_country3_lkin27js09bhappiness"
"lkin27js09b","P7","ixn","happiness","space-first",1.68e+12,880232,"none",FALSE,"barplot","CHART","alx.barplot(df,x='country',y='happinessScore', sort='-y', width=1200)","barplot_country4_lkin27js09bhappiness"
"lkin27js09b","P7","ixn","happiness","space-first",1.68e+12,934105,"highlight_brush",TRUE,"barplot","CHART","alx.highlight_brush() + alx.barplot(df,x='country',y='happinessScore', sort='-y', width=1200)","barplot_country_brush2_lkin27js09bhappiness"
"lkin27js09b","P7","ixn","happiness","space-first",1.68e+12,1004896,"highlight_brush",TRUE,"multiviewchart","CHART","alx.profile(df,vars=df.columns) & alx.highlight_brush() + alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)","combined_profile_brush_bar1_lkin27js09bhappiness"
"lkin27js09b","P7","ixn","happiness","space-first",1.68e+12,1035672,"highlight_brush",TRUE,"barplot","CHART","alx.highlight_brush() + alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)","barplot_avg_happi_brush1_lkin27js09bhappiness"
